0.711538462,0.903846154,0,0.1,0
1.314285714,0.942857143,0,0.1,0
0.810344828,0.827586207,0,0.1,0
0.796610169,0.847457627,0,0.1,0
0.8,0.85,0,0.1,0
0.816666667,0.833333333,0,0.1,0
0.806451613,0.85483871,0,0.1,0
0.510204082,0.979591837,0,0.1,0
0.62195122,0.975609756,0,0.1,0
0.75,0.985294118,0,0.1,0
0.980769231,0.980769231,0,0.1,0
1.342105263,0.973684211,0.12,0.1,0
0.440677966,0.923728814,0,0.1,0
0.445378151,0.924369748,0,0.1,0
0.546391753,0.989690722,0,0.1,0
0.634146341,0.987804878,0,0.1,0
0.441176471,0.941176471,0,0.1,0
0.447761194,0.955223881,0,0.1,0
0.439393939,0.939393939,0,0.1,0
0.903225806,0.741935484,0,0.1,0
0.966666667,0.766666667,0,0.1,0
0.965517241,0.862068966,0,0.1,0
0.965517241,0.827586207,0,0.1,0
0.551020408,0.989795918,0,0.1,0
0.638554217,0.987951807,0,0.1,0
0.38372093,0.895348837,0,0.1,0
0.364705882,0.917647059,0,0.1,0
0.373493976,0.903614458,0,0.1,0
0.385542169,0.903614458,0,0.1,0
0.896551724,0.810344828,0,0.1,0
0.881355932,0.86440678,0,0.1,0
0.9,0.9,0,0.1,0
0.928571429,0.785714286,0.02,0.1,0
0.928571429,0.785714286,0,0.1,0
0.892857143,0.821428571,0,0.1,0
0.962962963,0.814814815,0.02,0.1,0
0.961538462,0.846153846,0.04,0.1,0
0.414285714,0.928571429,0,0.1,0
0.4,0.928571429,0,0.1,0
0.405797101,0.927536232,0,0.1,0
0.484375,0.90625,0,0.1,0
0.483870968,0.935483871,0,0.1,0
0.483870968,0.935483871,0,0.1,0
0.857142857,0.785714286,0,0.1,0
0.888888889,0.814814815,0,0.1,0
0.884615385,0.846153846,0,0.1,0
0.884615385,0.807692308,0.02,0.1,0
0.96,0.8,0,0.1,0
0.92,0.88,0,0.1,0
0.958333333,0.833333333,0,0.1,0
0.583333333,1,0,0.1,0
0.506024096,0.987951807,0,0.1,0
0.488095238,0.976190476,0,0.1,0
0.482352941,0.964705882,0,0.1,0
0.536585366,0.975609756,0,0.1,0
0.5625,0.9625,0,0.1,0
0.525,0.95,0,0.1,0
0.518987342,0.987341772,0,0.1,0
0.5,0.974358974,0,0.1,0
0.5,0.947368421,0,0.1,0
0.414285714,0.928571429,0,0.1,0
0.420289855,0.913043478,0,0.1,0
0.411764706,0.911764706,0,0.1,0
0.411764706,0.897058824,0,0.1,0
0.426356589,0.992248062,0,0.1,0
0.49137931,0.99137931,0,0.1,0
0.558823529,1,0,0.1,0
0.617021277,0.989361702,0,0.1,0
0.479166667,0.958333333,0,0.1,0
0.484536082,0.958762887,0,0.1,0
0.6,0.988235294,0,0.1,0
0.698630137,0.98630137,0,0.1,0
0.787878788,0.984848485,0.02,0.1,0
1.019230769,0.980769231,0,0.1,0
1.292682927,1,0.02,0.1,0
1.733333333,0.966666667,0.14,0.1,0
0.896551724,0.931034483,0,0.1,0
0.928571429,0.964285714,0,0.1,0
0.962962963,0.962962963,0,0.1,0
1,0.961538462,0,0.1,0
0.925925926,0.962962963,0,0.1,0
0.96969697,0.878787879,0,0.1,0
1,0.90625,0,0.1,0
0.967741935,0.903225806,0,0.1,0
1,0.833333333,0,0.1,0
1,0.866666667,0,0.1,0
0.86440678,0.779661017,0,0.1,0
0.866666667,0.866666667,0,0.1,0
0.9,0.833333333,0.02,0.1,0
0.862068966,0.862068966,0,0.1,0
0.866666667,0.833333333,0.02,0.1,0
0.928571429,0.821428571,0,0.1,0
0.827586207,0.827586207,0,0.1,0
0.857142857,0.821428571,0,0.1,0
0.888888889,0.925925926,0,0.1,0
0.851851852,0.814814815,0,0.1,0
0.382352941,0.933823529,0,0.1,0
0.384057971,0.949275362,0,0.1,0
0.401574803,1,0,0.1,0
0.452991453,0.982905983,0,0.1,0
0.490566038,0.981132075,0,0.1,0
0.557894737,0.978947368,0,0.1,0
0.928571429,0.785714286,0,0.1,0
0.928571429,0.785714286,0,0.1,0
0.925925926,0.814814815,0,0.1,0
0.891304348,0.804347826,0,0.1,0
0.857142857,0.795918367,0,0.1,0
0.857142857,0.87755102,0,0.1,0
0.423728814,0.940677966,0,0.1,0
0.471698113,0.990566038,0,0.1,0
0.555555556,0.988888889,0,0.1,0
0.416666667,0.958333333,0,0.082,0
0.563636364,0.945454545,0,0.07025,0
0.605263158,0.973684211,0.02,0.1,0
0.925925926,0.740740741,0,0.1,0
0.96,0.76,0.02,0.1,0
0.676056338,0.985915493,0,0.1,0
0.422413793,0.948275862,0,0.1,0
0.462264151,0.990566038,0,0.1,0
0.537634409,0.989247312,0,0.1,0
0.64556962,0.987341772,0,0.1,0
0.772727273,0.984848485,0,0.1,0
0.962962963,0.981481481,0.12,0.1,0
1.317073171,0.975609756,0.24,0.1,0
1.75,0.964285714,0.36,0.1,0
0.979166667,0.875,0,0.1,0
0.959183673,0.93877551,0,0.1,0
0.94,0.88,0,0.1,0
0.942307692,0.923076923,0,0.1,0
0.508196721,0.918032787,0,0.1,0
0.516666667,0.95,0,0.1,0
0.525423729,0.915254237,0.02,0.1,0
0.517241379,0.965517241,0.04,0.1,0
0.517241379,0.896551724,0.06,0.1,0
0.491525424,0.93220339,0.08,0.1,0
0.517241379,0.896551724,0.2,0.1,0
0.7625,0.9875,0,0.1,0
1.169811321,0.981132075,0.02,0.1,0
0.386666667,0.906666667,0,0.1,0
0.391891892,0.918918919,0,0.1,0
0.391891892,0.891891892,0,0.1,0
0.388888889,0.916666667,0,0.1,0
